twitter_id,Content
1539380649391439876,Quando vai a trovare un ottantenne che ha fatto il Covid settimana scorsa ma poi ti trovi a #RollingStonesmilano una cosa fantastica. Fantastica.
1539380645113339904,Covid le ultime notizie. Bollettino: 62.704 casi e 62 morti. Tasso di positività al 214% -  #Covid #ultime #notizie. #Bollettino:  https://t.co/hEPKnJHPns
1539380604357197825,"@Darionico23 @barbarab1974 International Journal of Vaccine Theory, Practice, and Research: ""Sono stati segnalati più decessi al VAERS dopo questi vaccini COVID-19 rispetto a tutti i vaccini sommati insieme nei vent'anni precedenti"".
https://t.co/sKTmUX6LpF"
1539380373410414595,"@Darionico23 @barbarab1974 The British Medical Journal: ""Le conseguenze non intenzionali della politica sui vaccini COVID-19: perché obblighi, passaporti e restrizioni possono causare più danni che benefici"". https://t.co/Hgx8KQL4ib"
1539380164253077504,"@flatlinejade Alla prova di matematica (liceo scientifico) mi sveglio con un occhio gonfio, ma tipo morso di calabrone col covid ma nel 2002. É ancora uno dei miei incubi ricorrenti."
1539379808853016578,"@margaretmnroe Ma l’hanno fatto per il covid, anche perché sinceramente non avevamo fatto un granché in DAD, quindi la tesina è stata la soluzione migliore."
1539379660198498311,@gigiladeltweet tienes covid?? ajdjjsjsjsja q pringada
1539379587095973888,"@MattOneMouse Se ad oggi, si parla ancora così come fai tu,  degli intubati, dei novax ecc senza parlare delle vere cure covid, sei complice e cosciente del disastro sanitario. Apri gli occhi e fai il tuo mestiere come si deve. SENZA GIUDICARE! Altrimenti cambia lavoro"
1539379422666571777,chi l’ha avuta durante il covid 😻😻😻
1539379333235630083,"@iosonotia @sashaagalluccio Ma smettila pagliaccio, che io e tutti i non vaccinati che conosco sono stati benissimo, hanno preso il Covid solo in minima percentuali e con sintomi risibili: zero ospedale, zero terapia intensiva, zero morti.
Quanto tempo ancora andrete avanti a ripetere stronzate televisive?"
1539379329527857155,"@MattOneMouse Me, non mi hai intubata. Non vaccinata, over 60, mai preso il COVID. Ultimo raffreddore 2008,ultima influenza 1971. 
Adesso stai intubando i tridosati."
1539379301564416002,"@Darionico23 @barbarab1974 American Journal of Case Reports: ""Miocardite, emorragia polmonare e miosite estesa con rabdomiolisi 12 giorni dopo la prima dose del vaccino COVID-19 ad mRNA Pfizer-BioNTech BNT162b2: un caso clinico"". https://t.co/EI5WC9xiHp"
1539379285206745089,"@c4mjll4 ho preso il covid :,("
1539379276251746305,"Coronavirus ultime notizie. Covid, oggi in Italia 24.267 nuovi casi (-21,8% in 7 giorni) e 66 vittime https://t.co/3dSzSWTfSo https://t.co/5gLDyvEvls"
1539379254718255104,@fuffypizza Affermò. Dopo tre dosi ho preso il Covid. Basta veleni nel mio corpo.
1539379164683415552,"@Darionico23 @barbarab1974 Archives of Medical Research: ""Efficacia e sicurezza dell'integrazione di vitamina D nel prevenire la COVID-19 negli operatori sanitari in prima linea. Uno studio clinico randomizzato"". https://t.co/SttFELyOwA"
1539379032554360833,"@bartwit70 @SovverViva @sashaagalluccio Che poi si evincono tutte le stronzate scritte che per fortuna molti medici non hanno seguito. Mio papà preso COVID, curato con cortisone, antibiotico e integrato con vitamina D, alla faccia di Speranza e di tutti quei coglioni come te"
1539378921967435778,@sashaagalluccio Ripeto mia Zia è morta di covid con 3 dosi di siero magari era anche fragile ma i pezzi di merda dicevano che serviva a proteggere i fragili.
1539378754308476929,"@Darionico23 @barbarab1974 American Journal of Biomedical Science &amp; Research:""Il trattamento precoce della COVID-19 con farmaci antinfiammatori non steroidei riduce i ricoveri e la durata dei sintomi"".
 https://t.co/rfqI3xi78l"
1539378742660849667,Rischio di Long Covid più alto per le donne https://t.co/4U6sGWRFvA
1539378635299246082,"Io attualmente con il covid, raffreddore e sonnolenza che leggo #lockdownsubito https://t.co/SUuCTQmxvY"
1539378615401455616,@gabriele_m88 Parliamo di febbraio 2020. C’era stato pure il caso di una famiglia di Taiwan rientrata proprio da Venezia a gennaio 2020 col Covid. Identificata a Taiwan prima della famosa coppia di cinesi di Whuan ricoverati all’ospedale Spallanzani
1539378244071440387,"@CarloUlivi @clabianchicla @DarJedburgh il riscaldamento del pianeta causato dall'uomo e' una ipotesi davvero fantasiosa. Stanno attuando la transizione ""ecologica"" sulla base di dati falsati e manipolati. Hai presente la farsa del covid...? uguale"
1539377974369296384,Perché viene prescritto poco il #Paxlovid? Quando si parla di Paxvloid bisogna sapere che consiste in 2 antivirali: il PF-07321332 è il ritonavir. Quest'ultimo è un anti-reteovirale utilizzato per HIV. Inizialmente fu utilizzato per covid in associazione ad altri farmaci 1/
1539377938310774786,"@Darionico23 @barbarab1974 Nature: ""Incrementi degli eventi cardiovascolari d'emergenza tra la popolazione sotto i 40 anni in Israele durante l'introduzione del vaccino e la terza ondata di COVID-19"". https://t.co/PCcxXiJIUe"
1539377839266582528,"@IlariaBifarini @Lillolopipero #DINUOVOILSOLE con il caldo e il sole il covid moriva,ricordate?Ci dicevano...ora pure d'estate vive !!!"
1539377666222071810,@ImolaOggi Come siamo ridotti in Campania idem si pensano solo i reparti COVID perché tutto il personale guadagna fior di quattrini.
1539377494184407046,"@Miti_Vigliero E non evidenzia a sufficienza tutti i problemi di ""qualità dell'assistenza"" che nascono ""a causa del covid""...🤔"
1539377456834129922,"Arriva ""E4Shield"", dispositivo che inattiva il Covid al chiuso https://t.co/48AYFJ2Pfs"
1539377456234254337,"Covid, Benigni (Elettronica group): 'Con E4Shield nostre competenze a disposizione società https://t.co/9DsHoWirH2"
1539377455550582792,"Covid, Benigni (Elettronica group): ""Con E4Shield nostre competenze a disposizione società"" https://t.co/bI0dikEmda"
1539377322830270464,@noianononhodet1 @faberskj Assurdo. Per fortuna roba buona ne circola ancora. Ed è anche post covid. Lunga vita a lui.
1539377301128990722,Troppa giente con la scusa del caldo gira mezza nuda. Per evitare la trasmissione del #covid e del #vaiolodellescimmie ricordatevi di indossare esclusivamente capi a maniche lunghe e pantaloni. Oltre alle #mascherine ovvio....
1539377190818697217,"Al minuto 3.06 la testimonianza riportata alla riunione del #ComitatoAscoltami delle sofferenze di una bambina a seguito degli effetti avversi da vaccino covid. Nessun genitore osi più dire mi fidavo dello stato, non sapevo! https://t.co/wraCyPUpJX"
1539377007477374979,@gabriele_m88 E sapeva che hanno dovuto chiudere un intero reparto perché avevano già tutti il Covid? Hanno dovuto chiamare medici e infermieri da fuori perché i nostri erano ammalati. Con loro tutto il personale delle ambulanze
1539376763846926336,"È la notte prima degli esami ma 2 anni fa io avevo già finito tutto…è stata la maturità più non maturità di sempre, il covid ha rovinato l’ultimo anno di superiori che doveva essere il più bello 😢
Niente ultima settimana di travestimenti, niente ultima foto di classe ne cena…"
1539376370618441729,"Vaccino Covid, ""globuli rossi 'impilati' nelle vene e tracce di grafene"": il video-denuncia de Il Filo di Arianna 

https://t.co/DGSV9OzBlq"
1539376193618722816,"Covid, ecco la tecnologia che lo 'inattiva' al chiuso https://t.co/2yBn81JqCU"
1539376191873884160,"Milano, onde elettromagnetiche per rendere inattivo il Covid: presentato al Mind “E4Shield” https://t.co/W7CJzLLOSy"
1539376188782784512,"È nata dentro ""Mind"" la tecnologia portatile che neutralizza il Covid https://t.co/987XtYaQP1"
1539376187998363650,"Ecco 'E4Shield', il dispositivo che inattiva il Covid al chiuso https://t.co/Y07Wh30knz"
1539376187155558400,"Ecco ""E4Shield"", il dispositivo che inattiva il Covid al chiuso - Il Sole 24 ORE https://t.co/0xTC2UKJOx"
1539376186165444608,"L'apparecchio che ""rompe"" il virus del Covid in tre minuti https://t.co/7TLZlOHTyI"
1539376185511223312,"Covid, arriva ""E4Shield"": stop al virus negli ambienti chiusi https://t.co/vFTPd4UkKi"
1539376184869412864,"Covid, ecco il dispositivo che uccide il virus nell'aria (con le onde elettromagnetiche) https://t.co/oAu1USA2Fo"
1539376183913103363,L'apparecchio che “rompe” con le onde elettromagnetiche il virus del Covid in tre minuti https://t.co/fsRwuNCp7I
