twitter_id,Content
1409904491638427658,"Si eres empresario o tienes un negocio, te pedimos de tu apoyo para permitas que tus empleados👩🏻👨🏻 acudan a la Jornada de Vacunación💉 Anti #COVID19 para personas de 40 a 49 años. https://t.co/olutjEaTQq"
1409896944697110528,"¡La #Vacunación contra #COVID19 continúa! 

Si tienes entre 30 y 39 años de edad, regístrate en ➡️ https://t.co/6LKEEH9v6d 

#MeCuido #PorAmorALaVida https://t.co/HzSKfneNwE"
1409889698558926856,"🔸 ¡El cubrebocas 😷 es muy importante, ya que reduce el riesgo de contagiarte de #COVID19 🦠 ... ÚSALO! 🔸

🔴 Si no tienes nada importante que hacer en la calle, por favor, #QuédateEnCasa y evitemos la propagación del virus. https://t.co/O9ZM5T9cXX"
1409874293933195267,"🟣¿Vives en #Hidalgo? Si tienes problemas legales durante esta contingencia sanitaria por #COVID19 busca a las y los abogados de la Defensoría pública federal en la delegación de tu estado. Recuerda, nuestros servicios son gratuitos. Somos la #DefensoríaDelPueblo. https://t.co/vl4YYT5wuP"
1409837559224705030,"💉Si resides en El Hierro, tienes más de 20 años y no has recibido la #vacuna contra la #COVID19 puedes acudir sin cita al punto de vacunación insular (Hospital Nuestra Señora de los Reyes) de lunes a viernes de 09.00 a 13.30 h para vacunarte

➡️Más info: https://t.co/6eH6uyeCRI https://t.co/mXiIag5wjk"
1409804120366759937,"Colas kilométricas a 35 grados al sol. Personas mayores desmayándose. 

Esto es lo que tienes que aguantar en Alicante si quieres vacunarte contra el #COVID19.

Gracias @ximopuig y @anabarcelochico. Seguid asfixiando a los alicantinos de todas las maneras imaginables. https://t.co/aM7hSVX1Su"
1409757019918249984,"¿Tienes párkinson? 🙋🏾¡Queremos saber si te ha afectado la pandemia y cómo!

📌Participa en el Estudio sobre el 𝐈𝐦𝐩𝐚𝐜𝐭𝐨 𝐬𝐨𝐜𝐢𝐚𝐥 𝐲 𝐞𝐜𝐨𝐧𝐨́𝐦𝐢𝐜𝐨 𝐝𝐞 𝐥𝐚 𝐂𝐎𝐕𝐈𝐃-𝟏𝟗 en personas con #párkinson.

Responde a la encuesta 👉🏾
https://t.co/kiDv5Nm2eW #COVID19 https://t.co/czs52sp0ca"
1409715748772085762,"Si tienes entre 30 y 39 años, regístrate en ➡️ https://t.co/6LKEEH9v6d 

¡Es tu momento de recibir la #Vacuna contra #COVID19! 

Ten a la mano tu CURP y un comprobante de domicilio. 

Continúa con las #MedidasSanitarias e infórmate en fuentes oficiales. 

#MeCuido #PorAmorALaVida https://t.co/XnnHtO6yvN"
1409708462737530887,"🔸 ¡El cubrebocas 😷 es muy importante, ya que reduce el riesgo de contagiarte de #COVID19 🦠 ... ÚSALO! 🔸

🔴 Si no tienes nada importante que hacer en la calle, por favor, #QuédateEnCasa y evitemos la propagación del virus. https://t.co/lMtAStn94h"
1409670450494459906,"La #Vacunación contra #COVID19 sigue. 

Si tienes entre 30 y 39 años de edad, regístrate en ➡️ https://t.co/6LKEEGRUeF 

Continúa con las #MedidasSanitarias e infórmate en fuentes oficiales. 

#MeCuido #PorAmorALaVida https://t.co/UMF6mfPMKN"
1409647807833595904,"La #Vacunación contra #COVID19 sigue. 

Si tienes entre 40 y 49 años de edad, regístrate en ➡️ https://t.co/6LKEEH9v6d 

Continúa con las #MedidasSanitarias e infórmate en fuentes oficiales. 

#MeCuido #PorAmorALaVida https://t.co/eZH2CFZ9Ug"
1409641932607737861,"¿Crees que tienes síntomas de #COVID19 🤒?

No te arriesgues ni pongas en peligro a los demás. ¡Quédate en casa 🏡! 

Si los síntomas aumentan atiende las siguientes recomendaciones 🌡️ ⬇️ https://t.co/ct0YJHjULb"
1409639855143878656,"@eltiuchema @VictorMCasco Si tienes razon, el apoyo va a ser nulo. 

Pero insisto, el tipejo este lleva 2 años ya, el anterior fue el Covid19, pero hace 2 si se organizo. 

Antes de Wyoming, tambien el apoyo era 0, pero se organizaban cosas.

¿Por qué este año no? Es que la fundación tampoco ha dicho nada"
1409637439820337160,"Recuerda, si tienes problemas de conexión, informa a tu tutora para que con gusto te brindemos apoyo"".
#SiempreMásParaLosDemás 
#SoyArrupe 
#SomosArrupe2021 
#Educacion
#EducacionDeCalidad 
#Innovacion 
#Calidad 
#COVID19 
#QuedateEnCasaYa https://t.co/BJgYwjZwRl"
1409592232622055424,"@borgonialover @fabilicious30 Para viajar a regiones y pedir permiso tienes  necesariamente que tener certificado de defunción, o no te lo dan, y si su padre falleció por covid19, como dijeron, el funeral debe ser lo antes posible sin velorio según protocolos"
1409591780568358914,"¡No bajes la guardia! 💥

Si tienes que salir y no puedes quedarte en casa, sigue estos consejos para evitar contagiarte de COVID19 en el Transporte Público de la Ciudad de México.

No olvides la Sana Distancia. https://t.co/GMkkVCcDA5"
1409572591614918656,"¡La #Vacunación contra #COVID19 continúa! 

Si tienes entre 30 y 39 años de edad, regístrate en ➡️ https://t.co/Lug8swvy35 

#MeCuido #PorAmorALaVida https://t.co/SJ0BCDarT5"
1409572529874911235,"Si eres empresario o tienes un negocio, te pedimos de tu apoyo para permitas que tus empleados👩🏻👨🏻 acudan a la Jornada de Vacunación💉 Anti #COVID19 para personas de 40 a 49 años. https://t.co/3SrrrEuShl"
1409557210439487489,"La #Vacunación contra #COVID19 sigue. 

Si tienes entre 40 y 49 años de edad, regístrate en ➡️ https://t.co/6LKEEGRUeF 

Continúa con las #MedidasSanitarias e infórmate en fuentes oficiales. 

#MeCuido #PorAmorALaVida https://t.co/kQDy2am3Sp"
1409542778229608449,"Acude a vacunarte contra el COVID19 si tienes de 40-49 años de edad a la sede modalidad vehicular en la Ciudad Deportiva, recuerda que puedes acudir de 9 a 5 de la tarde del 28 al 30 de junio. El proceso es muy rápido no tardas más de 25 min. 💉😃😷🚗🚕🚙 https://t.co/2D7sElmgbf"
1409540329032744960,"En Medicina tenemos la maxima: ""primum non nocere"" (lo primero es no hacer daño). Si tienes síntomas de COVID19 debes aplicar ""primero no contagiar"". Busca atención médica, aíslate mientras sale el resultado y avisa a tus contactos."
1409539336652169222,"¡La #Vacunación contra #COVID19 continúa! 

Si tienes entre 30 y 39 años de edad, regístrate en https://t.co/G4ENfIPLvf 

#MeCuido #PorAmorALaVida https://t.co/Es0WsUZeo7"
1409534556827389954,"¡La #Vacunación contra #COVID19 continúa! 

Si tienes entre 30 y 39 años de edad, regístrate en ➡️ https://t.co/6LKEEH9v6d 

#MeCuido #PorAmorALaVida https://t.co/01ZoIG5AAj"
1409529772850376709,"📌 Aunque ya te haya dado #COVID19 🦠 SÍ debes vacunarte. 👍🏽
Los expertos todavía no saben cuánto tiempo dura la protección que el organismo genera después de enfermarse 🤒 y recuperarse de la enfermedad. 
Habla con el personal de salud si tienes dudas.  ¡#LasVacunasFuncionan! https://t.co/ujtvN1tcHo"
1409512479600877571,"⚠️ Cuando una persona es positiva en #Covid19 y recibe una citación para vacunarse no debe asistir ya que debe guardar cuarentena.

✅ Y si has pasado la Covid-19, tienes que #vacunarte, pero una vez pasados 6 meses desde el contagio. 

🔗 https://t.co/bRzUGJyFyR"
1409498325221531650,"Mira como el #COVID19
quiebra tu #economía. Aquí te explicamos los costos reales de lo que cuesta ser internado en cuidados intermedios o #UCI.

Si no tienes dinero te mueres y si vives quedas endeudado. Por eso #vacunate y usa la #mascarilla. https://t.co/XRWNSahXhd"
1409459173285371908,"El #cancer no esperará a que la #COVID19 desaparezca #TimeToActCancer @EuropeanCancer

🏥Consulta con tu médico si tienes síntomas
🔎Acude a visitas de cribado
💉No retrases tus tratamientos

📹▶️Estela Moreno @FarmaOnco @gedefo_sefh https://t.co/fVhES7kecq https://t.co/yL32p6w0f3"
1409372523951702016,"Si tienes alguna duda sobre lo que las vacunas contra la #COVID19 pueden hacer por el mundo, mira lo que pasó con la vacuna contra la polio. 

Comparte este video para ayudar a difundir la información. https://t.co/9WVaVRInID"
1409353361082621957,"¡La #Vacunación contra #COVID19 continúa! 

Si tienes entre 30 y 39 años de edad, regístrate en ➡️ https://t.co/6LKEEH9v6d 

#MeCuido #PorAmorALaVida https://t.co/vFDob8Wfdn"
1409338260900491266,"Si estás #Embarazada, tienes 18 años o más y quieres vacunarte contra #COVID19, recuerda que puedes hacerlo a partir del tercer mes de embarazo. 

No bajes la guardia y #EsperaTuMomento.

Infórmate en ➡️ https://t.co/8fzJJKqkN3 

#MeCuido #PorAmorALaVida https://t.co/eFntKOiXiM"
1409306133995606018,"Estimadas amigas y amigos de #NicolásRomero, si tienes entre 40 y 49 años: ¡Regístrate ya! 

Este martes continúa la aplicación de la vacuna 💉 anti #Covid19. 

Sigámonos cuidándonos todas y todos. https://t.co/nRCJWCT00x"
1409285414494507008,"Si tienes entre 30 y 39 años, regístrate en ➡️ https://t.co/6LKEEH9v6d 

¡Es tu momento de recibir la #Vacuna contra #COVID19! 

Ten a la mano tu CURP y un comprobante de domicilio. 

Continúa con las #MedidasSanitarias e infórmate en fuentes oficiales. 

#MeCuido #PorAmorALaVida https://t.co/D45phwMgZH"
1409268503681589261,"Recuerda, si tienes problemas de conexión, informa a tu tutora para que con gusto te brindemos apoyo"".
#SiempreMásParaLosDemás 
#SoyArrupe 
#SomosArrupe2021 
#EducacionDeCalidad 
#Educacion
#Innovacion 
#Calidad 
#COVID19 
#QuedateEnCasaYa https://t.co/jVQG0ovCCQ"
1409267529361547286,"Recuerda, si tienes problemas de conexión, informa a tu tutora o tutor para que con gusto te brindemos apoyo"".
#SiempreMásParaLosDemás 
#SoyArrupe 
#SomosArrupe2021 
#EducacionDeCalidad 
#Educacion
#Innovacion 
#Calidad 
#COVID19 
#QuedateEnCasaYa"
1409255717144465408,"Si tienes síntomas asociados a #Covid19, acude a realizarte una prueba:"
1409255216109735943,"Si estás #Embarazada, tienes 18 años o más y quieres vacunarte contra #COVID19, recuerda que puedes hacerlo a partir del tercer mes de embarazo. 

No bajes la guardia y #EsperaTuMomento.

Infórmate en ➡️ https://t.co/8fzJJKqkN3 

#MeCuido #PorAmorALaVida https://t.co/lRwadYy5BZ"
1409247664877629440,"La #Vacunación contra #COVID19 sigue. 

Si tienes entre 30 y 39 años de edad, regístrate en ➡️ https://t.co/6LKEEH9v6d 

Continúa con las #MedidasSanitarias e infórmate en fuentes oficiales. 

#MeCuido #PorAmorALaVida https://t.co/GtLoiDcdgw"
1409202366683910152,"Si estás #Embarazada, tienes 18 años o más y quieres vacunarte contra #COVID19, recuerda que puedes hacerlo a partir del tercer mes de embarazo. 

No bajes la guardia y #EsperaTuMomento.

Infórmate en ➡️ https://t.co/8fzJJK8Jot 

#MeCuido #PorAmorALaVida https://t.co/kWZqdWcLPk"
1409189665173803015,"Si tienes síntomas sospechosos 🤒🤧de #COVID19, asiste a realizarte una prueba de detección.

🧪 Son gratuitas y hay 16 Macro Quioscos en la CDMX.
⏰ Lunes a sábado desde las 9 horas.
👇Revisa qué necesitas saber antes de asistir.

https://t.co/0W3JHSWu2y"
1409174179589636097,"Es importante saber qué hacer en casa si tienes COVID19.
Checa esta información. https://t.co/YsC4oW2TKf"
1409149524933713920,"¡La #Vacunación contra #COVID19 continúa! 

Si tienes entre 30 y 39 años de edad, regístrate en ➡️ https://t.co/6LKEEH9v6d 

#MeCuido #PorAmorALaVida https://t.co/7W1iiGAmdk"
1409119323264798720,"Si estás #Embarazada, tienes 18 años o más y quieres vacunarte contra #COVID19, recuerda que puedes hacerlo a partir del tercer mes de embarazo. 

No bajes la guardia y #EsperaTuMomento.

Infórmate en ➡️ https://t.co/8fzJJKqkN3 

#MeCuido #PorAmorALaVida https://t.co/GpyN8ocLAm"
1409119318319587336,"Si tienes un familiar con el #COVID19, éste debe guardar reposo en un cuarto ventilado, así como limitar sus movimientos a las áreas compartidas de la casa #QuédateEnCasa #BanescoContigo https://t.co/x2uvj6j4cL"
1408963250813800450,"#Covid19 | Ahora, con la aplicación digital PoST, un celular es capaz de revelar si tienes coronavirus. Esto dicen sus creadores acerca del original método.  https://t.co/A362nNpaAd"
1408923024661745666,"¡La #Vacunación contra #COVID19 continúa! 

Si tienes entre 30 y 39 años de edad, regístrate en ➡️ https://t.co/6LKEEH9v6d 

#MeCuido #PorAmorALaVida https://t.co/0v7hLrTEZk"
1408916611180941321,"@abel_rinconruiz No seas webon compa, no festejes un positivo en covid19, si le tienes odio entonces callate antes de hablar estupideces"
1408908946631430145,"🔸 ¡El cubrebocas 😷 es muy importante, ya que reduce el riesgo de contagiarte de #COVID19 🦠 ... ÚSALO! 🔸

🔴 Si no tienes nada importante que hacer en la calle, por favor, #QuédateEnCasa y evitemos la propagación del virus. https://t.co/9NrNEGS1am"
1408866904786313216,"Si vives en Iztapalapa y tienes entre 40 y 49 años ya te toca la vacuna contra la #COVID19 

https://t.co/XVqtPJcmFT"
1408855079105404931,"Si tienes entre 30 y 39 años, regístrate en ➡️ https://t.co/6LKEEH9v6d 

¡Es tu momento de recibir la #Vacuna contra #COVID19! 

Ten a la mano tu CURP y un comprobante de domicilio. 

Continúa con las #MedidasSanitarias e infórmate en fuentes oficiales. 

#MeCuido #PorAmorALaVida https://t.co/Eun1AbnOVX"
1408834189252722692,"¿Tienes párkinson? 🙋🏾¡Queremos saber si te ha afectado la pandemia y cómo!

📌Participa en el Estudio sobre el 𝐈𝐦𝐩𝐚𝐜𝐭𝐨 𝐬𝐨𝐜𝐢𝐚𝐥 𝐲 𝐞𝐜𝐨𝐧𝐨́𝐦𝐢𝐜𝐨 𝐝𝐞 𝐥𝐚 𝐂𝐎𝐕𝐈𝐃-𝟏𝟗 en personas con #párkinson.

Responde a la encuesta 👉🏾
https://t.co/kiDv5NDD6u #COVID19 https://t.co/i2Y8Pah47M"
1408817337055301636,"La #Vacunación contra #COVID19 sigue. 

Si tienes entre 30 y 39 años de edad, regístrate en ➡️ https://t.co/6LKEEGRUeF 

Continúa con las #MedidasSanitarias e infórmate en fuentes oficiales. 

#MeCuido #PorAmorALaVida https://t.co/uGosBarLDi"
1408795025291481089,"@SeremiSalud_I hoy vacunaremos de #Covid19 e #Influenza en el @Terminalagroiqq y Terminal Agrosur  Iquique.
Si tienes 18 o + años y no te has vacunado, esta es tu oportunidad.
Si tienes entre 12 y 17 años y patologías crónicas, también te debes vacunar #YoMeVacuno @laestrellaiqq https://t.co/qNgU9Znwwo"
1408787138204872710,"🟣¿Vives en #Guerrero? Si tienes problemas legales durante esta contingencia sanitaria por #COVID19 busca a las y los abogados de la Defensoría pública federal en la delegación de tu estado. Recuerda, nuestros servicios son gratuitos. Somos la #DefensoríaDelPueblo. https://t.co/cJLkOuwkK5"
1408784666124034052,"#Atención | Si tienes de 40 a 49 años, aquí te informamos que serán 12 municipios donde se aplicará #vacuna contra #COVID19, del 29 de junio al 2 de julio.
#Video delegado de #Bienestar en #Hidalgo @amzenteno en su red social #facebook https://t.co/aNF0okYnhe"
1408784201990782978,"#Atención | Si tienes de 40 a 49 años, aquí te informamos que serán 12 municipios donde se aplicará #vacuna contra #COVID19, del 29 de junio al 2 de julio.
#Video delegado de #Bienestar en #Hidalgo @amzenteno en su red social #facebook https://t.co/oqn3xQHswJ"
1408776933954011138,"Frenar la propagación del COVID19 es responsabilidad de todos. 

Si tienes más de 12 años, acude con tus padres al centro de vacunación más cercano.

✅ Cuida de ti y los tuyos ¡Vacúnate!

#VacúnateRD #planvacunaciónnacional #SaludRD #FamiliaPolicial https://t.co/EIS9TgYDZA"
1408724626558029824,@soledadalcaldia Si tienes 45 años o más y aun no te has vacunado es hora de hacer. Vacunarte te protege contra las complicaciones del Covid19
1408681437595725827,"Recuerda seguir las medidas frente al COVID-19:

No viajes 🚷 si tienes síntomas compatibles con la enfermedad 😰🤒. 
Estar cada vez más cerca depende también de tu colaboración. 

Gracias. #Civismo #Covid19 https://t.co/xyxOPZw4B1"
1408624920402305024,Y los miles de Falsos positivos que hay de ellos? Si en vez de Covid19 tienes bronquitis y te envían a morir a tu casa con un paracetamol? Donde esta la ética de estos doctores para la verificación de que enfermedad tiene el paciente realmente?
1408598386383626245,"Si estás #Embarazada, tienes 18 años o más y quieres vacunarte contra #COVID19, recuerda que puedes hacerlo a partir del tercer mes de embarazo. 

No bajes la guardia y #EsperaTuMomento.

Infórmate en ➡️ https://t.co/8fzJJK8Jot 

#MeCuido #PorAmorALaVida https://t.co/8i9REkMC3r"
1408553102211440643,"El #COVID19 se propaga rápidamente y se contagia con facilidad, si tienes síntomas sospechosos #QuédateEnCasa y manda un SMS al 51515. Rompamos las cadenas de transmisión.

#NoBajesLaGuardia #JuntosLoVamosALograr https://t.co/KwmMf3bDTZ"
1408553087917203459,"ATENCIÓN 👀 | Si ya tienes tu primera dosis de la vacuna contra el #COVID19 o te corresponde por calendario, puedes vacunarte este SÁBADO 26 DE JUNIO, en #Iquique y #AltoHospicio.

Infórmate y COMPARTE. ¡Te esperamos! 👇 https://t.co/GQobaCWXw7"
1408513576508313601,"Si tienes entre 50 y 59 años y vives en estas alcaldías, te tocará la segunda dosis de la vacuna #Covid19

💉Azcapotzalco
💉Benito Juárez
💉Coyoacán
💉Miguel Hidalgo
💉Tlalpan
💉Venustiano Carranza

https://t.co/4r59FlKge8"
1408492688979156992,"¡La #Vacunación contra #COVID19 continúa! 

Si tienes entre 30 y 39 años de edad, regístrate en ➡️ https://t.co/6LKEEGRUeF 

#MeCuido #PorAmorALaVida https://t.co/sUTMvhecoB"
1408477592156475394,"Si tienes dudas sobre el proceso de vacunación contra el #Covid19, comunícate al ☎️ 1517.

🇬🇹 #JuntosSaldremosAdelante
🏛️#IXLegislatura https://t.co/Jt74iDuz9m"
1408470545075740678,"¿Te vacunaste contra #Covid19? Si te llegas a enfermar, tienes menos riesgo de sufrir parálisis facial.

https://t.co/pnZLwaR89t"
1408458715162976263,"Si tienes síntomas asociados a #Covid19, acude a realizarte una prueba. Envía ""prueba"" al 51515 para ubicar el quiosco más cercano: https://t.co/htDcxcz98e"
1408454942399119372,"Tómalo en cuenta:
La pandemia no ha terminado. Si tienes algún síntoma de #COVID19 realízate una 🧪 prueba. Envía 📲 ""prueba"" al 51515 para ubicar el quiosco más cercano.

#ProtégeteYProtegeALosDemás https://t.co/VQEtVaq9SW"
1408440490148696066,"🔸 ¡El cubrebocas 😷 es muy importante, ya que reduce el riesgo de contagiarte de #COVID19 🦠 ... ÚSALO! 🔸

🔴 Si no tienes nada importante que hacer en la calle, por favor, #QuédateEnCasa y evitemos la propagación del virus. https://t.co/HQXUyIexyy"
1408439852958425089,"¡Continúa la vacunación contra #COVID19 💉 en Tláhuac y Xochimilco!
Si tienes entre 50 a 59 años y vives en estas alcaldías, ¡asiste a vacunarte!
Letras 👉 N, Ñ, O, P, Q Y R https://t.co/gGyL2GuNnr"
1408437890380673024,"¿Te vacunaste contra #Covid19? Si te llegas a enfermar, tienes menos riesgo de sufrir parálisis facial.

https://t.co/fyEVGc4sLq
@AztecaNoticias"
1408433494263537672,"#Puebla | #QueNoSeTePase Si tienes 40 AÑOS O MÁS, o estás EMBARAZADA y resides en #Puebla capital, 𝗔𝗧𝗘𝗡𝗖𝗜𝗢́𝗡 porque hoy inicia la vacunación (1.a DOSIS) para prevenir #COVID19.

Ubica la unidad médica que te corresponde:
https://t.co/gXdTgxK4zs https://t.co/KfwgrnzoMy"
1408422990740480000,"⚠️ Si tienes 40 AÑOS O MÁS, o estás EMBARAZADA y resides en #Puebla capital, 𝗔𝗧𝗘𝗡𝗖𝗜𝗢́𝗡 porque hoy inicia la vacunación (1.a DOSIS) para prevenir #COVID19 💉.

Ubica la unidad médica que te corresponde 👉 https://t.co/0ivL3LZLRj https://t.co/QH22rjbfMH"
1408420115385831430,"#Conductor si tienes más de 45 años o tienes enfermedad considerada como factor de riesgo, es momento de Vacunarse. 💉 🦠 #COVID19 @MinSaludCol @Fruizgomez verifica los puntos instalados en las terminales. @conalter https://t.co/8v3szDD2SQ"
1408404528412729344,"#ElPaísHOY  “Yo me la pongo de una vez, si está por ahí avísame para ponérmela. Porque si tú tienes un niño que tú no sabes si le pusiste la vacuna de polio 2, pónsela no le va a pasar nada, lo malo es no ponérsela”. https://t.co/p8Ab0l34uR 

#CruzJiminián #Dosis #Vacuna #COVID19"
1408369376793743362,"¿Te vacunaste contra #Covid19? Si te llegas a enfermar, tienes menos riesgo de sufrir parálisis facial.

https://t.co/UK96AcZ0rY"
1408320918758334467,"¿Tienes párkinson? 🙋🏾¡Queremos saber si te ha afectado la pandemia y cómo!

📌Participa en el Estudio sobre el 𝐈𝐦𝐩𝐚𝐜𝐭𝐨 𝐬𝐨𝐜𝐢𝐚𝐥 𝐲 𝐞𝐜𝐨𝐧𝐨́𝐦𝐢𝐜𝐨 𝐝𝐞 𝐥𝐚 𝐂𝐎𝐕𝐈𝐃-𝟏𝟗 en personas con #párkinson.

Responde a la encuesta 👉🏾
https://t.co/kiDv5Nm2eW #COVID19 https://t.co/Rt2VUEPgG9"
1408256596061442048,"#Infórmate Si aún no te registras y tienes entre 30 y 39 años de edad, ya puedes hacerlo para recibir tu vacuna contra #COVID19,  en: 👇🏼https://t.co/tE4kVw5ceM. https://t.co/kzn6MHsm9s"
1408251096942977026,"Si tienes entre 40 y 49 años, regístrate en ➡️ https://t.co/6LKEEGRUeF 

¡Es tu momento de recibir la #Vacuna contra #COVID19! 

Ten a la mano tu CURP y un comprobante de domicilio. 

Continúa con las #MedidasSanitarias e infórmate en fuentes oficiales. 

#MeCuido #PorAmorALaVida https://t.co/QWYeb7n5ny"
1408243548558966786,"Tómalo en cuenta:

La pandemia no ha terminado. Si tienes algún síntoma de #COVID19 realízate una 🧪 prueba. Envía 📲 ""prueba"" al 51515 para ubicar el quiosco más cercano.

#ProtégeteYProtegeALosDemás https://t.co/CjxcubMek2"
1408225360882307075,¿Sabes dónde puedes recibir la vacuna anticovid en la capital si tienes más de 40 años? checalo aquí 👇 #COVID19 #VacunaCOVID19 #vacunacion #coronavirus #COVID19 https://t.co/sQE9ZVbPTw
1408210831720861697,"#PrimerosAuxilios || #Vacunarse es importante y si tienes dudas sobre la #Vacuna contra el #COVID19, Arturo Torres las aclara.

▶️https://t.co/UBEDTJMO2B
#Emociónate de lunes a viernes a las 8:00 AM por el Canal 34.1 de #MexiquenseTV. https://t.co/CQrsNVVffm"
1408205799252324359,"Si tienes entre 30 y 39 años, regístrate en ➡️ https://t.co/6LKEEH9v6d 

¡Es tu momento de recibir la #Vacuna contra #COVID19! 

Ten a la mano tu CURP y un comprobante de domicilio. 

Continúa con las #MedidasSanitarias e infórmate en fuentes oficiales. 

#MeCuido #PorAmorALaVida https://t.co/euh0uOGTNM"
1408188836702720010,"IMPORTANTE:
En VIÑA DEL MAR si tienes consultas para acceder junto a tu familia al proceso de vacunación contra el #COVID19,  llama de Lunes a Viernes de 08.00 a 13.00 hrs y 14.00 a 17.00hrs a los siguientes números: +56950094857- +56950097928
Virginia Reginato 
 #VIÑA #CHILE https://t.co/8NkeYQ8p7T"
1408184169373569031,"🔸 ¡El cubrebocas 😷 es muy importante, ya que reduce el riesgo de contagiarte de #COVID19 🦠 ... ÚSALO! 🔸

🔴 Si no tienes nada importante que hacer en la calle, por favor, #QuédateEnCasa y evitemos la propagación del virus. https://t.co/F8zpjOImCm"
1408181125760094208,"Recuerda, si tienes problemas de conexión, informa a tu tutora o tutor para que con gusto te brindemos apoyo"".
#SiempreMásParaLosDemás 
#SoyArrupe 
#SomosArrupe2021 
#EducacionDeCalidad 
#Educacion
#Innovacion 
#Calidad 
#COVID19 
#QuedateEnCasaYa"
